               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.036008,            0.031037,                   0,             0.92256,             0.85086,              0.9008,             0.34047,               0.028,             0.01079,                   0,           0.0061867,           0.0061867,           0.0061867
                 145,            0.035466,            0.029154,                   0,             0.92193,             0.84855,             0.89963,             0.34206,            0.027942,            0.010813,                   0,             0.00616,             0.00616,             0.00616
                 146,            0.036116,            0.030746,                   0,             0.92175,             0.84295,             0.89951,             0.34104,            0.028027,            0.010906,                   0,           0.0061333,           0.0061333,           0.0061333
                 147,            0.035695,            0.030577,                   0,             0.92802,             0.84805,             0.90404,              0.3464,            0.027858,            0.010923,                   0,           0.0061067,           0.0061067,           0.0061067
                 148,            0.035678,            0.030562,                   0,                0.92,             0.84127,             0.89416,             0.33656,            0.028122,            0.011028,                   0,             0.00608,             0.00608,             0.00608
                 149,            0.035603,            0.030519,                   0,             0.91914,              0.8349,             0.88786,             0.32973,            0.028299,            0.011036,                   0,           0.0060533,           0.0060533,           0.0060533
                 150,              0.0358,            0.030566,                   0,             0.91958,             0.83692,              0.8894,             0.33652,            0.028145,            0.011086,                   0,           0.0060267,           0.0060267,           0.0060267
                 151,            0.035854,            0.030653,                   0,              0.9203,             0.84198,             0.89316,             0.33771,            0.027985,            0.010893,                   0,               0.006,               0.006,               0.006
                 152,            0.035628,            0.030955,                   0,             0.92433,             0.83967,             0.89826,             0.34532,            0.027864,            0.011059,                   0,           0.0059733,           0.0059733,           0.0059733
                 153,            0.035682,            0.030011,                   0,             0.92897,             0.84141,             0.90052,             0.34422,            0.027932,            0.010972,                   0,           0.0059467,           0.0059467,           0.0059467
                 154,            0.035162,             0.02958,                   0,             0.91948,             0.84521,             0.89338,             0.33428,            0.028124,            0.010857,                   0,             0.00592,             0.00592,             0.00592
                 155,            0.035343,            0.030419,                   0,              0.9218,             0.84806,             0.89562,             0.33714,            0.028138,            0.010901,                   0,           0.0058933,           0.0058933,           0.0058933
                 156,            0.035453,            0.030396,                   0,             0.91902,             0.84498,             0.89968,             0.34514,            0.027937,            0.010919,                   0,           0.0058667,           0.0058667,           0.0058667
                 157,            0.035742,            0.030682,                   0,             0.92132,             0.84748,             0.89822,             0.33687,            0.028029,            0.010826,                   0,             0.00584,             0.00584,             0.00584
                 158,            0.035098,            0.029907,                   0,             0.92347,             0.84589,             0.89936,             0.34033,            0.028038,            0.010814,                   0,           0.0058133,           0.0058133,           0.0058133
                 159,            0.035619,            0.029772,                   0,             0.91945,             0.84054,             0.89457,              0.3376,            0.028087,            0.010999,                   0,           0.0057867,           0.0057867,           0.0057867
                 160,            0.035416,            0.029535,                   0,             0.91042,             0.82753,             0.87853,             0.32703,            0.028437,            0.011116,                   0,             0.00576,             0.00576,             0.00576
                 161,            0.035997,            0.031187,                   0,             0.92291,             0.84271,             0.89508,             0.34224,             0.02806,            0.010845,                   0,           0.0057333,           0.0057333,           0.0057333
                 162,            0.035679,            0.030655,                   0,             0.92029,             0.84288,              0.8951,             0.34027,            0.028093,            0.010894,                   0,           0.0057067,           0.0057067,           0.0057067
                 163,             0.03539,            0.029933,                   0,             0.91984,             0.84105,             0.89384,             0.34067,            0.028007,            0.010912,                   0,             0.00568,             0.00568,             0.00568
